Date;Collectivité;Instance;Numero delib;Titre délib;Rapporteur;ID élu;Elu;FONCTION;Theme déport;DELIB_URL;Observations
2024-02-19;Ville de Rennes;Conseil Municipal;2024_033;Finances – Attributions des subventions de fonctionnement au titre de l'année 2024 – Culture, patrimoine et rayonnement – Solidarités et cohésion sociale;M. THEURIER;9762-3728;CAREIL Benoît;11è adjoint délégué à la Culture;Versement de subventions à des organismes de droit privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2024/578675/4c2889a1ccfcae02fa43a059bae176e2e12301fffe7e7f6f74d84b86d8046ba0.pdf;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2024-02-19;Ville de Rennes;Conseil Municipal;15;Enseignement, formation – Activités éducatives périscolaires – Provision associations ateliers périscolaires – DCM 2023-0040 et 2023-0356 – Modification - Versement d'un acompte pour l'année scolaire 2023-2024 – Première attribution de subventions 2024;MME ROUGIER;9762-3728;CAREIL Benoît;11è adjoint délégué à la Culture;Versement de subventions à des organismes de droit privé ou public;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2024-02-19;Ville de Rennes;Conseil Municipal;2024_033;Finances – Attributions des subventions de fonctionnement au titre de l'année 2024 – Culture, patrimoine et rayonnement – Solidarités et cohésion sociale;M. THEURIER;17152-3728;DENIAUD Marion;20è adjointe déléguée au Quartier Maurepas;Versement de subventions à des organismes de droit privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2024/578675/4c2889a1ccfcae02fa43a059bae176e2e12301fffe7e7f6f74d84b86d8046ba0.pdf;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2024-02-19;Ville de Rennes;Conseil Municipal;2024_033;Finances – Attributions des subventions de fonctionnement au titre de l'année 2024 – Culture, patrimoine et rayonnement – Solidarités et cohésion sociale;M. THEURIER;17223-3728;GANDON Carole;Conseillère municipale;Versement de subventions à des organismes de droit privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2024/578675/4c2889a1ccfcae02fa43a059bae176e2e12301fffe7e7f6f74d84b86d8046ba0.pdf;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2024-02-19;Ville de Rennes;Conseil Municipal;2024_033;Finances – Attributions des subventions de fonctionnement au titre de l'année 2024 – Culture, patrimoine et rayonnement – Solidarités et cohésion sociale;M. THEURIER;17174-3728;AFFILE Gwendoline;Conseillère déléguée à l'Innovation sociale et à l'Accès aux loisirs;Versement de subventions à des organismes de droit privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2024/578675/4c2889a1ccfcae02fa43a059bae176e2e12301fffe7e7f6f74d84b86d8046ba0.pdf;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2024-02-19;Ville de Rennes;Conseil Municipal;2024_033;Finances – Attributions des subventions de fonctionnement au titre de l'année 2024 – Culture, patrimoine et rayonnement – Solidarités et cohésion sociale;M. THEURIER;17123-3728;BOUKHENOUFA Flavie;10è adjointe déléguée aux Relations internationales, aux relations publiques, aux cultes et à la laïcité et à l'odonymie;Versement de subventions à des organismes de droit privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2024/578675/4c2889a1ccfcae02fa43a059bae176e2e12301fffe7e7f6f74d84b86d8046ba0.pdf;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2024-02-19;Ville de Rennes;Conseil Municipal;26;Relations internationales – Provision solidarité internationale – Première attribution de subventions sur provision 2024;M SEMERIL;17123-3728;BOUKHENOUFA Flavie;10è adjointe déléguée aux Relations internationales, aux relations publiques, aux cultes et à la laïcité et à l'odonymie;Versement de subventions à des organismes de droit privé ou public;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2024-02-19;Ville de Rennes;Conseil Municipal;2024_033;Finances – Attributions des subventions de fonctionnement au titre de l'année 2024 – Culture, patrimoine et rayonnement – Solidarités et cohésion sociale;M. THEURIER;9725-3728;MARIE Anabel;Conseillère municipale déléguée à l'Europe;Versement de subventions à des organismes de droit privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2024/578675/4c2889a1ccfcae02fa43a059bae176e2e12301fffe7e7f6f74d84b86d8046ba0.pdf;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2024-02-19;Ville de Rennes;Conseil Municipal;5;Finances – Attributions des subventions de fonctionnement au titre de l'année 2024 – Citoyenneté et Vie en Société – Enfance, jeunesse et politiques éducatives – Sports et activités physiques – Pilotage de l'action publique – Qualité des espaces publics – Aménagement durable et solidaire;M. THEURIER;7285-3728;NADESAN Yannick;5è adjoint délégué à la Santé;Versement de subventions à des organismes de droit privé ou public;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2024-02-19;Ville de Rennes;Conseil Municipal;15;Enseignement, formation – Activités éducatives périscolaires – Provision associations ateliers périscolaires – DCM 2023-0040 et 2023-0356 – Modification - Versement d'un acompte pour l'année scolaire 2023-2024 – Première attribution de subventions 2024;MME ROUGIER;9760-3728;LAHAIS Tristan;Conseiller municipal;Versement de subventions à des organismes de droit privé ou public;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2024-02-19;Ville de Rennes;Conseil Municipal;5;Finances – Attributions des subventions de fonctionnement au titre de l'année 2024 – Citoyenneté et Vie en Société – Enfance, jeunesse et politiques éducatives – Sports et activités physiques – Pilotage de l'action publique – Qualité des espaces publics – Aménagement durable et solidaire;M. THEURIER;11097-3728;ZAMORD Priscilla;Conseillère municipale;Versement de subventions à des organismes de droit privé ou public;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2024-02-19;Ville de Rennes;Conseil Municipal;2024_033;Finances – Attributions des subventions de fonctionnement au titre de l'année 2024 – Culture, patrimoine et rayonnement – Solidarités et cohésion sociale;M. THEURIER;17231-3728;JEANVRAIN Mathieu;Conseiller municipal délégué au Logement;Versement de subventions à des organismes de droit privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2024/578675/4c2889a1ccfcae02fa43a059bae176e2e12301fffe7e7f6f74d84b86d8046ba0.pdf;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2024-02-19;Ville de Rennes;Conseil Municipal;2024_033;Finances – Attributions des subventions de fonctionnement au titre de l'année 2024 – Culture, patrimoine et rayonnement – Solidarités et cohésion sociale;M. THEURIER;13950-3728;BOUCHONNET Iris;16è adjointe déléguée à la Jeunesse, à la vie étudiante et à la politique des temps;Versement de subventions à des organismes de droit privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2024/578675/4c2889a1ccfcae02fa43a059bae176e2e12301fffe7e7f6f74d84b86d8046ba0.pdf;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2024-02-19;Ville de Rennes;Conseil Municipal;22;Sports et jeunesse – Animation sportive - Provisions aide aux clubs et animation – Convention financière - Première attribution de subventions 2024;M BOURCIER;9022-3728;CRESSARD Antoine;Conseiller municipal;Versement de subventions à des organismes de droit privé ou public;;Motif personnel
2024-02-19;Ville de Rennes;Conseil Municipal;5;Finances – Attributions des subventions de fonctionnement au titre de l'année 2024 – Citoyenneté et Vie en Société – Enfance, jeunesse et politiques éducatives – Sports et activités physiques – Pilotage de l'action publique – Qualité des espaces publics – Aménagement durable et solidaire;M. THEURIER;7301-3728;HERVE Marc;1er adjoint délégué à l'Urbanisme;Versement de subventions à des organismes de droit privé ou public;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2024-02-19;Ville de Rennes;Conseil Municipal;5;Finances – Attributions des subventions de fonctionnement au titre de l'année 2024 – Citoyenneté et Vie en Société – Enfance, jeunesse et politiques éducatives – Sports et activités physiques – Pilotage de l'action publique – Qualité des espaces publics – Aménagement durable et solidaire;M. THEURIER;17226-3728;JANNIN Pierre;Conseiller municipal délégué au Numérique et à l'innovation;Versement de subventions à des organismes de droit privé ou public;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2024-02-19;Ville de Rennes;Conseil Municipal;5;Finances – Attributions des subventions de fonctionnement au titre de l'année 2024 – Citoyenneté et Vie en Société – Enfance, jeunesse et politiques éducatives – Sports et activités physiques – Pilotage de l'action publique – Qualité des espaces publics – Aménagement durable et solidaire;M. THEURIER;7318-3728;LE BOUGEANT Didier;13è adjoint délégué aux Commerces et à l'artisanat, délégué au Quartier Centre;Versement de subventions à des organismes de droit privé ou public;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2024-02-19;Ville de Rennes;Conseil Municipal;22;Sports et jeunesse – Animation sportive - Provisions aide aux clubs et animation – Convention financière - Première attribution de subventions 2024;M BOURCIER;17127-3728;FOUILLERE Christophe;21è adjoint délégué au vieillissement et au Quartier Villejean-Beauregard;Versement de subventions à des organismes de droit privé ou public;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2024-04-15;Ville de Rennes;Conseil Municipal;2024_076;Aménagement et services urbains, environnement - Politique de la Ville - Renouvellement Urbain - Nouveau Programme National de Renouvellement Urbain - Subvention d'équipement attribuée à Archipel Habitat / Office Public de l'Habitat de Rennes Métropole pour les locaux d'activités à vocation associative des tours 12,10 et 4 allée de Brno - Convention;M HERVE;7338-3728;PUIL Honoré;Conseiller municipal;Versement de subventions à des organismes de droit privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2024/629406/84d4982602cf3054deedc6200d733451a91a1faa247505e926ba6a57cd922d11.pdf;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2024-04-15;Ville de Rennes;Conseil Municipal;2024_105;Sports et Jeunesse - Action socio-éducative - Provision Équipement - Locaux Collectifs Résidentiels - Aménagements 2024 - Première attribution de subventions au titre de l'année 2024;MME ANDRO;17194-3728;BROSSARD Ludovic;Conseiller municipal délégué à l'Agriculture urbaine et à l'alimentation durable, délégué au Quartier Bellangerais Saint-Martin;Versement de subventions à des organismes de droit privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2024/630027/3966c534de5ac8eaff7a1e64329da3d5e0a0bb139e7439fe3e9f3c57c453038e.pdf;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2024-04-15;Ville de Rennes;Conseil Municipal;2024_125;Aménagement et services urbains, environnement - ZAC Baud Chardonnet - Concession d'aménagement - Avenant n°7 - Approbation;M THEURIER;7301-3728;HERVE Marc;1er adjoint délégué à l'Urbanisme;Concession d'aménagement;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2024/630200/5e1947304bce0d6ffcfacfcf9d399cc9764b2f80a83223c9201c6e512087c30a.pdf;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2024-04-15;Ville de Rennes;Conseil Municipal;2024_126;Aménagement et services urbains, environnement - ZAC Maurepas - Gayeulles - 16 rue du Docteur Aussant - Cession à la SPLA TERRITOIRES PUBLICS;M THEURIER;7301-3728;HERVE Marc;1er adjoint délégué à l'Urbanisme;Cession immobilière;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2024-04-15;Ville de Rennes;Conseil Municipal;2024_125;Aménagement et services urbains, environnement - ZAC Baud Chardonnet - Concession d'aménagement - Avenant n°7 - Approbation;M THEURIER;9773-3728;FAUCHEUX Valérie;14è adjointe déléguée aux Mobilités et aux déplacements;Concession d'aménagement;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2024/630200/5e1947304bce0d6ffcfacfcf9d399cc9764b2f80a83223c9201c6e512087c30a.pdf;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2024-04-15;Ville de Rennes;Conseil Municipal;2024_092;"Culture - Action culturelle - Provision ""Les Rennais prennent l'art"" - Première attribution de subventions 2024";M CAREIL;17124-3728;PAPILLION Cécile;12è adjointe déléguée à l'Insertion et à l'emploi, déléguée au Quartier Jeanne d'Arc, Longs-Champs, Beaulieu;Versement de subventions à des organismes de droit privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2024/629744/900e587100e4b2ce023a54455d8da479a48e17a6ab0625b3902ff0e6ec4f9ab9.pdf;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2024-04-15;Ville de Rennes;Conseil Municipal;2024_092;"Culture - Action culturelle - Provision ""Les Rennais prennent l'art"" - Première attribution de subventions 2024";M CAREIL;17152-3728;DENIAUD Marion;20è adjointe déléguée au Quartier Maurepas;Versement de subventions à des organismes de droit privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2024/629744/900e587100e4b2ce023a54455d8da479a48e17a6ab0625b3902ff0e6ec4f9ab9.pdf;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2024-04-15;Ville de Rennes;Conseil Municipal;2024_108;Interventions sociales et santé - Autres interventions sociales - Provision Rennes au Pluriel - Première affectation de crédits 2024;MME LETOURNEUX;17230-3728;STEPHAN Arnaud;Conseiller municipal délégué à la Petite enfance;Versement de subventions à des organismes de droit privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2024/630036/61b2849d589f400f5cf77f4227ac745dfb3ba2658098b08dab1efe2d8005802b.pdf;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2024-04-15;Ville de Rennes;Conseil Municipal;2024_136;Administration générale - Adhésion à la Fédération Nationale des Collectivités Concédantes et Régies (FNCCR) - Thématique numérique - Désignation d'un représentant;M SEMERIL;17226-3728;JANNIN Pierre;Conseiller municipal délégué au Numérique et à l'innovation;Désignation de représentants;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2024/630257/486cd7b5904f2f62487a17009fa615c806b33c8cbf7616585388007ef325cf60.pdf;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2024-01-22;Ville de Rennes;Conseil Municipal;2024_021;Aménagement et services urbains, environnement - ZAC Madeleine – Rue de Nantes, rue Jean Jouvenet – Déclassement partiel et cession;M. HERVE;17194-3728;BROSSARD Ludovic;Conseiller municipal délégué à l'Agriculture urbaine et à l'alimentation durable, délégué au Quartier Bellangerais Saint-Martin;Patrimoine;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2024/559909/8acd70b9a108513ceae24869c2f95aba8390362ebcc6f76ddf3bdf10256db1dd.pdf;Cession immobilière
2024-01-22;Ville de Rennes;Conseil Municipal;2024_028;Administration générale – Désignation de représentants dans divers organismes extérieurs – Désignation des membres de la Commission Consultative des Services Publics Locaux - Modification;M. HERVE;9022-3728;CRESSARD Antoine;Conseiller municipal;Désignation;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2024/559922/0a216535ebab43d6701fb33f5af8b885e68720201665527c7cbb1d977bcaa39d.pdf;Désignation de représents auprès des organismes mentionnés
2024-12-02;Ville de Rennes;Conseil Municipal;2024-456;Aménagement et services urbains, environnement - ZAC Maurepas Gayeulles - Avenant n°8 à la concession d'aménagement;MME DENIAUD;17122-3728;HAKNI-ROBIN Béatrice;18è adjointe déléguée au Quartier Le Blosne;Concession d'aménagement;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2024-12-02;Ville de Rennes;Conseil Municipal;2024-455;"Aménagement et services urbains, environnement - ZAC Porte de Saint-Malo -
Promenade Hélène Bertaux - Cession à la SPLA Territoires Publics";M BROSSARD;17122-3728;HAKNI-ROBIN Béatrice;18è adjointe déléguée au Quartier Le Blosne;Cession immobilière;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2024-12-02;Ville de Rennes;Conseil Municipal;2024-398;"Culture - Action culturelle - Provision ""Droits Culturels - Participation"" - Troisième attribution de subventions 2025";MME PHALIPPOU;17122-3728;HAKNI-ROBIN Béatrice;18è adjointe déléguée au Quartier Le Blosne;Versement de subventions à des organismes de droit privé ou public;;Représentant de  VDR ou RM auprès de l'organisme concerné
2024-12-02;Ville de Rennes;Conseil Municipal;2024-493;"Finances - Garantie d'emprunt - Territoires Publics - Garantie à 80 % de trois
emprunts - ARKEA, Caisse d'Épargne Bretagne-Pays de Loire, La Banque Postale";M THEURIER;17122-3728;HAKNI-ROBIN Béatrice;18è adjointe déléguée au Quartier Le Blosne;Garantie d'emprunt;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2024-12-02;Ville de Rennes;Conseil Municipal;2024-408;Sports et jeunesse - Action socio-éducative -  Soutien à la vie associative - Association pour la Promotion de l'Action et de l'Animation Sociale (APRAS) - Locaux collectifs et pôles associatifs de quartier - Contrat de mission - Deuxième avenant;M THEURIER;17087-3728;DU PLESSIS D'ARGENTRE Laureline;Conseillère municipale;Versement de subventions à des organismes de droit privé ou public;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2024-12-02;Ville de Rennes;Conseil Municipal;2024-384;Famille - Accueil de la petite enfance - Provision Espaces-jeux - Attribution de subvention 2024;MME ROUGIER;17174-3728;AFFILE Gwendoline;Conseillère déléguée à l'Innovation sociale et à l'Accès aux loisirs;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme concerné
2024-12-02;Ville de Rennes;Conseil Municipal;2024-398;"Culture - Action culturelle - Provision ""Droits Culturels - Participation"" - Troisième attribution de subventions 2024";MME PHALIPPOU;17152-3728;DENIAUD Marion;20è adjointe déléguée au Quartier Maurepas;Versement de subventions à des organismes de droit privé ou public;;Motif personnel
2024-12-02;Ville de Rennes;Conseil Municipal;2024-491;"Finances - Subventions de fonctionnement au titre de l'année 2025 -
Attribution d'acomptes avant vote du budget principal -Culture, patrimoine et rayonnement - Solidarités et cohésion sociale";M THEURIER;17152-3728;DENIAUD Marion;20è adjointe déléguée au Quartier Maurepas;Représentant de  VDR ou RM auprès de l'organisme concerné;;Motif personnel
2024-12-02;Ville de Rennes;Conseil Municipal;2024-428;"Interventions sociales et santé - Provision Handicap - Deuxième attribution de
subventions 2024";M MONNIER;17152-3728;DENIAUD Marion;20è adjointe déléguée au Quartier Maurepas;Versement de subventions à des organismes de droit privé ou public;;Motif personnel
2024-12-02;Ville de Rennes;Conseil Municipal;2024-430;"Interventions sociales et santé - Association Rennaise des Centres Sociaux -
Convention d'objectifs tripartite 2025-2027";M FOUILLERE;17152-3728;DENIAUD Marion;20è adjointe déléguée au Quartier Maurepas;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme concerné
2024-12-02;Ville de Rennes;Conseil Municipal;2024-370;"Enseignement, formation - Activités éducatives périscolaires - Fonds Projets éducatifs de territoire/Commissions Éducation Enfance Jeunesse -
Provision projets actions éducatives Territoires - Deuxième attribution de subventions 2024";MME ROUGIER;17152-3728;DENIAUD Marion;20è adjointe déléguée au Quartier Maurepas;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme concerné
2024-12-02;Ville de Rennes;Conseil Municipal;2024-490;"Finances - Subventions de fonctionnement au titre de l'année 2025 -
Attribution d'acomptes avant vote du budget principal - Citoyenneté et vie en société - Enfance, jeunesse et politique éducative - Pilotage de l'action publique - Qualité des espaces publics - Sports et activités physiques";M THEURIER;9022-3728;CRESSARD Antoine;Conseiller municipal;Versement de subvention à un organisme privé ou public;;Motif personnel
2024-12-02;Ville de Rennes;Conseil Municipal;2024-378;"Sports et jeunesse - Action socio-éducative - Autres actions en faveur
des jeunes - Provision Loisirs Innovation Jeunes - Deuxième attribution de subventions 2024";MME BOUCHONNET;9022-3728;CRESSARD Antoine;Conseiller municipal;Versement de subvention à un organisme privé ou public;;Motif personnel
2024-12-02;Ville de Rennes;Conseil Municipal;2024-490;"Finances - Subventions de fonctionnement au titre de l'année 2025 -
Attribution d'acomptes avant vote du budget principal - Citoyenneté et vie en société - Enfance, jeunesse et politique éducative - Pilotage de l'action publique - Qualité des espaces publics - Sports et activités physiques";M THEURIER;7318-3728;LE BOUGEANT Didier;13è adjoint délégué aux Commerces et à l'artisanat, délégué au Quartier Centre;Représentant de  VDR ou RM auprès de l'organisme concerné;;Représentant de  VDR ou RM auprès de l'organisme concerné
2024-12-02;Ville de Rennes;Conseil Municipal;2024-490;"Finances - Subventions de fonctionnement au titre de l'année 2025 -
Attribution d'acomptes avant vote du budget principal - Citoyenneté et vie en société - Enfance, jeunesse et politique éducative - Pilotage de l'action publique - Qualité des espaces publics - Sports et activités physiques";M THEURIER;7292-3728;SEMERIL Sébastien;9è adjoint délégué à la Communication et à l'événementiel;;;Représentant de  VDR ou RM auprès de l'organisme concerné
2024-12-02;Ville de Rennes;Conseil Municipal;2024-491;"Finances - Subventions de fonctionnement au titre de l'année 2025 -
Attribution d'acomptes avant vote du budget principal -Culture, patrimoine et rayonnement - Solidarités et cohésion sociale";M THEURIER;9727-3728;PHALIPPOU Catherine;Conseillère municipale déléguée à l'Éducation artistique et à la médiation culturelle;Représentant de  VDR ou RM auprès de l'organisme concerné;;Représentant de  VDR ou RM auprès de l'organisme concerné
2024-12-02;Ville de Rennes;Conseil Municipal;2024-369;Enseignement, formation - Activités éducatives périscolaires - Provision Associations ateliers périscolaires - Quatrième attribution de subventions 2024 - Versement de régularisations année scolaire 2023/2024 et du premier acompte année scolaire 2024/2025;MME ROUGIER;17232-3728;ID AHMED Zahra;Conseillère municipale;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme concerné
2024-12-02;Ville de Rennes;Conseil Municipal;2024-369;Enseignement, formation - Activités éducatives périscolaires - Provision Associations ateliers périscolaires - Quatrième attribution de subventions 2024 - Versement de régularisations année scolaire 2023/2024 et du premier acompte année scolaire 2024/2025;MME ROUGIER;13950-3728;BOUCHONNET Iris;16è adjointe déléguée à la Jeunesse, à la vie étudiante et à la politique des temps;Versement de subvention à un organisme privé ou public;;Motif personnel
2024-12-02;Ville de Rennes;Conseil Municipal;2024-491;"Finances - Subventions de fonctionnement au titre de l'année 2025 -
Attribution d'acomptes avant vote du budget principal -Culture, patrimoine et rayonnement - Solidarités et cohésion sociale";M THEURIER;17127-3728;FOUILLERE Christophe;21è adjoint délégué au vieillissement et au Quartier Villejean-Beauregard;Représentant de  VDR ou RM auprès de l'organisme concerné;;Représentant de  VDR ou RM auprès de l'organisme concerné
2024-12-02;Ville de Rennes;Conseil Municipal;2024-491;"Finances - Subventions de fonctionnement au titre de l'année 2025 -
Attribution d'acomptes avant vote du budget principal -Culture, patrimoine et rayonnement - Solidarités et cohésion sociale";M THEURIER;17082-3728;BOUCHER Nicolas;Conseiller municipal;Représentant de  VDR ou RM auprès de l'organisme concerné;;Représentant de  VDR ou RM auprès de l'organisme concerné
2024-06-24;Ville de Rennes;Conseil Municipal;2024_186;"Interventions sociales et santé -Tranquillité publique, prévention de la délinquance -
Conseil Local de Sécurité et de Prévention de la Délinquance (CLSPD) - Provision pour
Actions de Prévention de la Délinquance - Première attribution de subventions 2024";MME BECHET;9760-3728;LAHAIS Tristan;Conseiller municipal;Versement de subventions à des organismes de droit privé ou public;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2024-06-24;Ville de Rennes;Conseil Municipal;2024_157;"Culture - Action culturelle - Provision ""Les Rennais prennent l'art"" - Deuxième attribution de subventions 2024";M CAREIL;17107-3728;TRAVERS David;3è adjoint délégué à la Solidarité;Versement de subventions à des organismes de droit privé ou public;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2024-06-24;Ville de Rennes;Conseil Municipal;2024_161;"Sport et jeunesse ""Cet été à Rennes"" Provision Animations quartiers été 2024 - Provision Animations sportives été 2024";M SEMERIL;17107-3728;TRAVERS David;3è adjoint délégué à la Solidarité;Versement de subventions à des organismes de droit privé ou public;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2024-06-24;Ville de Rennes;Conseil Municipal;2024_185;Aménagement et services urbains, environnement - Politique de la Ville - Contrat de Ville - Provision pour cofinancement de postes adultes relais - Deuxième attribution de subvention - Conventions - Renouvellement;M THEURIER;17107-3728;TRAVERS David;3è adjoint délégué à la Solidarité;Versement de subventions à des organismes de droit privé ou public;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2024-06-24;Ville de Rennes;Conseil Municipal;2024_186;"Interventions sociales et santé -Tranquillité publique, prévention de la délinquance -
Conseil Local de Sécurité et de Prévention de la Délinquance (CLSPD) - Provision pour
Actions de Prévention de la Délinquance - Première attribution de subventions 2024";MME BECHET;17107-3728;TRAVERS David;3è adjoint délégué à la Solidarité;Versement de subventions à des organismes de droit privé ou public;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2024-06-24;Ville de Rennes;Conseil Municipal;2024_184;"Aménagement et services urbains, environnement - Politique de la ville - Contrat de ville - Programmation 2024 - Provision pour diverses actions -Première attribution de subventions 2024 et approbation des conventions
pluriannuelles d'objectifs";M THEURIER;17152-3728;DENIAUD Marion;20è adjointe déléguée au Quartier Maurepas;Versement de subventions à des organismes de droit privé ou public;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2024-06-24;Ville de Rennes;Conseil Municipal;2024_185;Aménagement et services urbains, environnement - Politique de la Ville - Contrat de Ville - Provision pour cofinancement de postes adultes relais - Deuxième attribution de subvention - Conventions - Renouvellement;M THEURIER;17174-3728;AFFILE Gwendoline;Conseillère déléguée à l'Innovation sociale et à l'Accès aux loisirs;Versement de subventions à des organismes de droit privé ou public;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2024-06-24;Ville de Rennes;Conseil Municipal;2024_157;"Culture - Action culturelle - Provision ""Les Rennais prennent l'art"" - Deuxième attribution de subventions 2024";M CAREIL;17230-3728;STEPHAN Arnaud;Conseiller municipal délégué à la Petite enfance;Versement de subventions à des organismes de droit privé ou public;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2024-06-24;Ville de Rennes;Conseil Municipal;2024_198;Aménagement et services urbains, environnement - Avenue Jules Maniez et rue Claude Bernard - Acquisition et incorporation d'espaces verts à Territoires et Développement;Mme FRISQUE;7301-3728;HERVE Marc;1er adjoint délégué à l'Urbanisme;Cession immobilière;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2024-06-24;Ville de Rennes;Conseil Municipal;2024_207;Aménagement et services urbains, environnement - ZAC Maurepas Gros-Chêne - 1, 3 et 5 rue de la Marbaudais - Désaffectation, déclassement et cession à la SPLA TERRITOIRES PUBLICS;Mme DENIAUD;7301-3728;HERVE Marc;1er adjoint délégué à l'Urbanisme;Cession immobilière;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2024-06-24;Ville de Rennes;Conseil Municipal;2024_173;"Administration générale - Information - Communication - Provision pour aide aux festivals -
première attribution de subventions en 2024";M SEMERIL;17228-3728;TONON Sélène;Conseillère municipale déléguée aux Musées, à la lecture publique et à la culture ludique;Versement de subventions à des organismes de droit privé ou public;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2024-06-24;Ville de Rennes;Conseil Municipal;2024_173;"Administration générale - Information - Communication - Provision pour aide aux festivals -
première attribution de subventions en 2024";M SEMERIL;9762-3728;CAREIL Benoît;11è adjoint délégué à la Culture;Versement de subventions à des organismes de droit privé ou public;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2024-06-24;Ville de Rennes;Conseil Municipal;2024_196;Aménagement et services urbains, environnement - Opération d'aménagement Rennes Centre Ancien III (2024-2031) - Concession d'aménagement avec la Société Publique Locale d'Aménagement Territoires Publics;M LE BOUGEANT;17122-3728;HAKNI-ROBIN Béatrice;18è adjointe déléguée au Quartier Le Blosne;Concession d'aménagement;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2024-06-24;Ville de Rennes;Conseil Municipal;2024_207;Aménagement et services urbains, environnement - ZAC Maurepas Gros-Chêne - 1, 3 et 5 rue de la Marbaudais - Désaffectation, déclassement et cession à la SPLA TERRITOIRES PUBLICS;Mme DENIAUD;17122-3728;HAKNI-ROBIN Béatrice;18è adjointe déléguée au Quartier Le Blosne;Cession immobilière;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
